workload	opcode	origin	visit	types	memory	action	type_idx	new_type	count	share_percent
Bullet	G_LOAD	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	7	0.002095
Bullet	G_ZEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	7	0.002095
Bullet	G_PHI	initial	first	i16	-	Legal	0	-	6	0.001796
Bullet	G_UDIV	initial	first	i32	-	Legal	0	-	6	0.001796
Bullet	G_ZEXTLOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	6	0.001796
Bullet	G_ZEXTLOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	6	0.001796
Bullet	G_FDIV	initial	first	f64	-	Legal	0	-	5	0.001496
Bullet	G_LSHR	initial	first	i64,i64	-	Legal	0	-	5	0.001496
Bullet	G_MEMSET	initial	first	p0,i8,i64	s8@32@not_atomic@not_atomic	Libcall	0	-	5	0.001496
Bullet	G_XOR	initial	first	i64	-	Legal	0	-	5	0.001496
Bullet	G_LOAD	initial	first	i32,p0	s32@64@not_atomic@not_atomic	Legal	0	-	4	0.001197
Bullet	G_MUL	generated	first	i64	-	Legal	0	-	4	0.001197
Bullet	G_STORE	initial	revisit	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	4	0.001197
Bullet	G_SUB	generated	first	i64	-	Legal	0	-	4	0.001197
Bullet	G_UDIV	generated	first	i64	-	Legal	0	-	4	0.001197
Bullet	G_UREM	initial	first	i64	-	Lower	0	-	4	0.001197
Bullet	G_FPTOUI	initial	first	i32,f32	-	Legal	0	-	3	0.000898
Bullet	G_SELECT	initial	revisit	i32,i1	-	WidenScalar	1	i32	3	0.000898
Bullet	G_ASHR	initial	first	i64,i64	-	Legal	0	-	2	0.000599
Bullet	G_BRJT	initial	first	p0,i64	-	Legal	0	-	2	0.000599
Bullet	G_FPTOSI	initial	first	i32,f64	-	Legal	0	-	2	0.000599
Bullet	G_JUMP_TABLE	initial	first	p0	-	Legal	0	-	2	0.000599
Bullet	G_LOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	2	0.000599
Bullet	G_LOAD	initial	first	i32,p0	i32@128@not_atomic@not_atomic	Legal	0	-	2	0.000599
Bullet	G_LOAD	initial	first	i32,p0	i8@128@not_atomic@not_atomic	Legal	0	-	2	0.000599
Bullet	G_LOAD	initial	first	i64,p0	i64@32@not_atomic@not_atomic	Legal	0	-	2	0.000599
Bullet	G_LOAD	initial	first	p0,p0	p0@32@not_atomic@not_atomic	Legal	0	-	2	0.000599
Bullet	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	2	0.000599
Bullet	G_PHI	initial	first	i64	-	Legal	0	-	2	0.000599
Bullet	G_SELECT	initial	first	i16,i1	-	WidenScalar	0	i32	2	0.000599
Bullet	G_SEXTLOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	2	0.000599
Bullet	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@64@not_atomic@not_atomic	Legal	0	-	2	0.000599
Bullet	G_STORE	initial	first	i32,p0	s32@64@not_atomic@not_atomic	Legal	0	-	2	0.000599
Bullet	G_UDIV	initial	first	i64	-	Legal	0	-	2	0.000599
Bullet	G_UITOFP	initial	first	f32,i64	-	Legal	0	-	2	0.000599
Bullet	G_BUILD_VECTOR	initial	first	<2 x i64>,i64	-	Legal	0	-	1	0.000299
Bullet	G_FADD	initial	first	f64	-	Legal	0	-	1	0.000299
Bullet	G_FSUB	initial	first	f64	-	Legal	0	-	1	0.000299
Bullet	G_MEMSET	initial	first	p0,i8,i64	s8@8@not_atomic@not_atomic	Libcall	0	-	1	0.000299
Bullet	G_MEMSET	initial	first	p0,i8,i64	s8@128@not_atomic@not_atomic	Libcall	0	-	1	0.000299
Bullet	G_SELECT	initial	first	i1,i1	-	WidenScalar	0	i32	1	0.000299
Bullet	G_SITOFP	initial	first	f64,i32	-	Legal	0	-	1	0.000299
Bullet	G_UDIV	generated	first	i32	-	Legal	0	-	1	0.000299
Bullet	G_UREM	initial	first	i32	-	Lower	0	-	1	0.000299
Bullet	G_ZEXTLOAD	initial	first	i32,p0	s8@16@not_atomic@not_atomic	Legal	0	-	1	0.000299
Bullet	G_ZEXTLOAD	initial	first	i32,p0	s8@32@not_atomic@not_atomic	Legal	0	-	1	0.000299
ClamAV	G_FRAME_INDEX	initial	first	p0	-	Legal	0	-	42639	14.982712
ClamAV	G_LOAD	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	28815	10.125163
ClamAV	G_BR	initial	first	-	-	Legal	0	-	25264	8.877395
ClamAV	G_BRCOND	initial	revisit	i32	-	Legal	0	-	22829	8.021772
ClamAV	G_PTR_ADD	initial	first	p0,i64	-	Legal	0	-	18298	6.429646
ClamAV	G_CONSTANT	initial	first	i64	-	Legal	0	-	16837	5.916272
ClamAV	G_CONSTANT	initial	first	i32	-	Legal	0	-	15192	5.338243
ClamAV	G_LOAD	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	13500	4.743700
ClamAV	G_BRCOND	initial	first	i1	-	WidenScalar	0	i32	11504	4.042335
ClamAV	G_STORE	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	9474	3.329023
ClamAV	G_ICMP	initial	revisit	i32,i32	-	Legal	0	-	7881	2.769266
ClamAV	G_ICMP	initial	first	i1,i32	-	WidenScalar	0	i32	7502	2.636091
ClamAV	G_STORE	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	6198	2.177885
ClamAV	G_GLOBAL_VALUE	initial	first	p0	-	Custom	0	-	3832	1.346508
ClamAV	G_LOAD	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	3579	1.257607
ClamAV	G_ADD	initial	first	i32	-	Legal	0	-	3533	1.241444
ClamAV	G_ICMP	initial	first	i1,p0	-	WidenScalar	0	i32	2745	0.964552
ClamAV	G_ICMP	initial	revisit	i32,p0	-	Legal	0	-	2745	0.964552
ClamAV	G_CONSTANT	initial	first	p0	-	Legal	0	-	2713	0.953308
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	1847	0.649008
ClamAV	G_LOAD	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	1810	0.636007
ClamAV	G_STORE	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	1726	0.606491
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	1567	0.550621
ClamAV	G_SHL	initial	first	i64,i64	-	Legal	0	-	1473	0.517590
ClamAV	G_STORE	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	1254	0.440637
ClamAV	G_AND	initial	first	i32	-	Legal	0	-	1223	0.429744
ClamAV	G_SHL	initial	first	i32,i32	-	Custom	0	-	1110	0.390038
ClamAV	G_CONSTANT	generated	first	i64	-	Legal	0	-	1079	0.379145
ClamAV	G_STORE	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	1068	0.375279
ClamAV	G_ICMP	initial	first	i1,i64	-	WidenScalar	0	i32	1052	0.369657
ClamAV	G_ICMP	initial	revisit	i32,i64	-	Legal	0	-	1052	0.369657
ClamAV	G_SEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	1044	0.366846
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	1030	0.361927
ClamAV	G_ADD	initial	first	i64	-	Legal	0	-	971	0.341195
ClamAV	G_CONSTANT	initial	first	i8	-	Legal	0	-	968	0.340141
ClamAV	G_CONSTANT	generated	first	i32	-	Legal	0	-	947	0.332762
ClamAV	G_SHL	initial	revisit	i32,i64	-	Legal	0	-	854	0.300083
ClamAV	G_OR	initial	first	i32	-	Legal	0	-	814	0.286028
ClamAV	G_MUL	initial	first	i64	-	Legal	0	-	662	0.232617
ClamAV	G_SUB	initial	first	i32	-	Legal	0	-	653	0.229455
ClamAV	G_LSHR	initial	first	i32,i32	-	Custom	0	-	631	0.221724
ClamAV	G_STORE	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	607	0.213291
ClamAV	G_LSHR	initial	revisit	i32,i64	-	Legal	0	-	563	0.197830
ClamAV	G_XOR	initial	first	i32	-	Legal	0	-	563	0.197830
ClamAV	G_SEXT	initial	first	i64,i32	-	Legal	0	-	558	0.196073
ClamAV	G_SUB	initial	first	i64	-	Legal	0	-	551	0.193613
ClamAV	G_LOAD	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	528	0.185531
ClamAV	G_TRUNC	initial	first	i32,i64	-	Legal	0	-	519	0.182369
ClamAV	G_ZEXT	initial	first	i64,i32	-	Legal	0	-	519	0.182369
ClamAV	G_TRUNC	initial	first	i8,i32	-	Legal	0	-	491	0.172530
ClamAV	G_TRUNC	initial	first	i16,i32	-	Legal	0	-	388	0.136337
ClamAV	G_ICMP	initial	revisit	i1,i32	-	WidenScalar	0	i32	360	0.126499
ClamAV	G_AND	generated	first	i32	-	Legal	0	-	337	0.118417
ClamAV	G_CONSTANT	initial	first	i16	-	Legal	0	-	327	0.114903
ClamAV	G_PTRTOINT	initial	first	i64,p0	-	Legal	0	-	299	0.105064
ClamAV	G_ICMP	initial	first	i1,i8	-	WidenScalar	1	i32	293	0.102956
ClamAV	G_ZEXT	generated	first	i32,i8	-	Legal	0	-	291	0.102253
ClamAV	G_CONSTANT	generated	first	i16	-	Legal	0	-	274	0.096280
ClamAV	G_TRUNC	generated	first	i16,i32	-	Legal	0	-	265	0.093117
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	263	0.092414
ClamAV	G_ANYEXT	generated	first	i32,i16	-	Legal	0	-	254	0.089252
ClamAV	G_CONSTANT	initial	first	i1	-	WidenScalar	0	i8	240	0.084332
ClamAV	G_CONSTANT	initial	revisit	i8	-	Legal	0	-	240	0.084332
ClamAV	G_LOAD	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	224	0.078710
ClamAV	G_PHI	initial	first	i32	-	Legal	0	-	191	0.067115
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	186	0.065358
ClamAV	G_ASHR	initial	first	i32,i32	-	Custom	0	-	185	0.065006
ClamAV	G_PHI	initial	revisit	i16	-	Legal	0	-	178	0.062547
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	i16@16@not_atomic@not_atomic	Legal	0	-	173	0.060790
ClamAV	G_PHI	initial	first	i1	-	WidenScalar	0	i16	168	0.059033
ClamAV	G_ADD	initial	revisit	i32	-	Legal	0	-	166	0.058330
ClamAV	G_SELECT	initial	revisit	i32,i32	-	Legal	0	-	165	0.057979
ClamAV	G_AND	initial	first	i64	-	Legal	0	-	164	0.057627
ClamAV	G_ASHR	initial	revisit	i32,i64	-	Legal	0	-	140	0.049194
ClamAV	G_MUL	initial	first	i32	-	Legal	0	-	134	0.047086
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	133	0.046734
ClamAV	G_STORE	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	121	0.042518
ClamAV	G_LSHR	initial	first	i64,i64	-	Legal	0	-	108	0.037950
ClamAV	G_LOAD	initial	first	i32,p0	i32@8@not_atomic@not_atomic	Legal	0	-	105	0.036895
ClamAV	G_ADD	initial	first	i16	-	WidenScalar	0	i32	102	0.035841
ClamAV	G_LOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	90	0.031625
ClamAV	G_SELECT	initial	first	i32,i1	-	WidenScalar	1	i32	86	0.030219
ClamAV	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	80	0.028111
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	74	0.026003
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	s8@32@not_atomic@not_atomic	Legal	0	-	74	0.026003
ClamAV	G_MUL	generated	first	i32	-	Legal	0	-	71	0.024948
ClamAV	G_SUB	generated	first	i32	-	Legal	0	-	71	0.024948
ClamAV	G_STORE	initial	first	i32,p0	i32@8@not_atomic@not_atomic	Legal	0	-	68	0.023894
ClamAV	G_STORE	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	68	0.023894
ClamAV	G_ICMP	initial	first	i1,i16	-	WidenScalar	1	i32	67	0.023543
ClamAV	G_TRUNC	generated	first	i8,i32	-	Legal	0	-	67	0.023543
ClamAV	G_ZEXT	generated	first	i32,i16	-	Legal	0	-	67	0.023543
ClamAV	G_STORE	initial	first	i64,p0	i64@8@not_atomic@not_atomic	Legal	0	-	65	0.022840
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	65	0.022840
ClamAV	G_STORE	initial	first	s128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	64	0.022489
ClamAV	G_PHI	initial	first	p0	-	Legal	0	-	62	0.021786
ClamAV	G_SEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	61	0.021434
ClamAV	G_UDIV	initial	first	i32	-	Legal	0	-	56	0.019678
ClamAV	G_SELECT	initial	revisit	p0,i32	-	Legal	0	-	50	0.017569
ClamAV	G_STORE	initial	first	i16,p0	i16@32@not_atomic@not_atomic	Legal	0	-	49	0.017218
ClamAV	G_LOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	48	0.016866
ClamAV	G_OR	initial	first	i64	-	Legal	0	-	47	0.016515
ClamAV	G_UDIV	generated	first	i32	-	Legal	0	-	47	0.016515
ClamAV	G_UREM	initial	first	i32	-	Lower	0	-	47	0.016515
ClamAV	G_PHI	initial	first	i64	-	Legal	0	-	45	0.015812
ClamAV	G_ANYEXT	generated	first	i32,i8	-	Legal	0	-	43	0.015110
ClamAV	G_UDIV	initial	first	i64	-	Legal	0	-	40	0.014055
ClamAV	G_LOAD	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	39	0.013704
ClamAV	G_LOAD	initial	first	i16,p0	i16@32@not_atomic@not_atomic	Legal	0	-	39	0.013704
ClamAV	G_STORE	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	39	0.013704
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	i8@16@not_atomic@not_atomic	Legal	0	-	39	0.013704
ClamAV	G_AND	generated	first	i64	-	Legal	0	-	38	0.013353
ClamAV	G_TRUNC	initial	first	i8,i64	-	Legal	0	-	36	0.012650
ClamAV	G_ADD	initial	first	i8	-	WidenScalar	0	i32	34	0.011947
ClamAV	G_LOAD	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	34	0.011947
ClamAV	G_SEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	32	0.011244
ClamAV	G_MUL	generated	first	i64	-	Legal	0	-	28	0.009839
ClamAV	G_SDIV	initial	first	i32	-	Legal	0	-	28	0.009839
ClamAV	G_SUB	generated	first	i64	-	Legal	0	-	28	0.009839
ClamAV	G_AND	generated	revisit	i32	-	Legal	0	-	27	0.009487
ClamAV	G_LOAD	initial	first	i32,p0	s32@16@not_atomic@not_atomic	Legal	0	-	27	0.009487
ClamAV	G_STORE	initial	first	i32,p0	s32@16@not_atomic@not_atomic	Legal	0	-	27	0.009487
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	s8@64@not_atomic@not_atomic	Legal	0	-	27	0.009487
ClamAV	G_LOAD	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	26	0.009136
ClamAV	G_STORE	initial	first	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	26	0.009136
ClamAV	G_STORE	initial	revisit	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	26	0.009136
ClamAV	G_UDIV	generated	first	i64	-	Legal	0	-	26	0.009136
ClamAV	G_UREM	initial	first	i64	-	Lower	0	-	26	0.009136
ClamAV	G_LOAD	initial	first	i64,p0	i64@8@not_atomic@not_atomic	Legal	0	-	25	0.008785
ClamAV	G_MEMSET	initial	first	p0,i8,i64	s8@8@not_atomic@not_atomic	Libcall	0	-	25	0.008785
ClamAV	G_SELECT	initial	first	p0,i1	-	WidenScalar	1	i32	25	0.008785
ClamAV	G_AND	generated	first	i8	-	WidenScalar	0	i32	24	0.008433
ClamAV	G_CONSTANT	generated	first	i8	-	Legal	0	-	24	0.008433
ClamAV	G_SDIV	generated	first	i32	-	Legal	0	-	24	0.008433
ClamAV	G_SREM	initial	first	i32	-	Lower	0	-	24	0.008433
ClamAV	G_STORE	initial	first	p0,p0	p0@8@not_atomic@not_atomic	Legal	0	-	24	0.008433
ClamAV	G_STORE	generated	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	22	0.007730
ClamAV	G_STORE	initial	first	i1,p0	i1@8@not_atomic@not_atomic	WidenScalar	0	i8	22	0.007730
ClamAV	G_STORE	initial	revisit	i8,p0	i1@8@not_atomic@not_atomic	Lower	0	-	22	0.007730
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	s8@8@not_atomic@not_atomic	Legal	0	-	20	0.007028
ClamAV	G_LOAD	initial	first	i32,p0	s32@8@not_atomic@not_atomic	Legal	0	-	19	0.006676
ClamAV	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	18	0.006325
ClamAV	G_SEXTLOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	18	0.006325
ClamAV	G_STORE	initial	first	i32,p0	s32@32@not_atomic@not_atomic	Legal	0	-	18	0.006325
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	s8@32@not_atomic@not_atomic	Legal	0	-	18	0.006325
ClamAV	G_TRUNC	generated	first	i32,i64	-	Legal	0	-	17	0.005974
ClamAV	G_ANYEXT	generated	first	i64,i32	-	Legal	0	-	16	0.005622
ClamAV	G_LOAD	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	16	0.005622
ClamAV	G_MEMMOVE	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	16	0.005622
ClamAV	G_MEMSET	initial	first	p0,i8,i64	s8@64@not_atomic@not_atomic	Libcall	0	-	16	0.005622
ClamAV	G_BRJT	initial	first	p0,i64	-	Legal	0	-	15	0.005271
ClamAV	G_JUMP_TABLE	initial	first	p0	-	Legal	0	-	15	0.005271
ClamAV	G_TRUNC	initial	first	i8,i16	-	Legal	0	-	14	0.004919
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	i16@32@not_atomic@not_atomic	Legal	0	-	14	0.004919
ClamAV	G_AND	initial	revisit	i32	-	Legal	0	-	13	0.004568
ClamAV	G_CONSTANT	initial	first	s64	-	Legal	0	-	13	0.004568
ClamAV	G_PTR_ADD	initial	first	p0,s64	-	Legal	0	-	13	0.004568
ClamAV	G_STORE	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	13	0.004568
ClamAV	G_INTTOPTR	initial	first	p0,i64	-	Legal	0	-	12	0.004217
ClamAV	G_SDIV	initial	first	i64	-	Legal	0	-	12	0.004217
ClamAV	G_SEXTLOAD	initial	first	i64,p0	i16@16@not_atomic@not_atomic	Legal	0	-	12	0.004217
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	i8@32@not_atomic@not_atomic	Legal	0	-	12	0.004217
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	s16@32@not_atomic@not_atomic	Legal	0	-	12	0.004217
ClamAV	G_LOAD	initial	first	i32,p0	s32@32@not_atomic@not_atomic	Legal	0	-	11	0.003865
ClamAV	G_SEXT_INREG	generated	first	i32	-	Legal	0	-	11	0.003865
ClamAV	G_STORE	initial	first	i32,p0	s32@8@not_atomic@not_atomic	Legal	0	-	11	0.003865
ClamAV	G_LOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	10	0.003514
ClamAV	G_LOAD	initial	first	i32,p0	i32@128@not_atomic@not_atomic	Legal	0	-	10	0.003514
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	i16@64@not_atomic@not_atomic	Legal	0	-	10	0.003514
ClamAV	G_AND	initial	first	i8	-	WidenScalar	0	i32	9	0.003162
ClamAV	G_VASTART	initial	first	p0	s256@64@not_atomic@not_atomic	Legal	0	-	9	0.003162
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	s16@64@not_atomic@not_atomic	Legal	0	-	9	0.003162
ClamAV	G_LOAD	initial	first	f128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	8	0.002811
ClamAV	G_LOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	8	0.002811
ClamAV	G_OR	initial	revisit	i32	-	Legal	0	-	8	0.002811
ClamAV	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@64@not_atomic@not_atomic	Legal	0	-	8	0.002811
ClamAV	G_TRUNC	initial	first	i16,i64	-	Legal	0	-	8	0.002811
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	i16@8@not_atomic@not_atomic	Legal	0	-	8	0.002811
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	i32@8@not_atomic@not_atomic	Legal	0	-	8	0.002811
ClamAV	G_LOAD	initial	first	i16,p0	i16@8@not_atomic@not_atomic	Legal	0	-	7	0.002460
ClamAV	G_XOR	initial	first	i64	-	Legal	0	-	7	0.002460
ClamAV	G_ZEXTLOAD	initial	first	i32,p0	s8@16@not_atomic@not_atomic	Legal	0	-	7	0.002460
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	s8@64@not_atomic@not_atomic	Legal	0	-	7	0.002460
ClamAV	G_BUILD_VECTOR	initial	first	<2 x i64>,i64	-	Legal	0	-	6	0.002108
ClamAV	G_LOAD	initial	first	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	6	0.002108
ClamAV	G_PHI	initial	revisit	i32	-	Legal	0	-	6	0.002108
ClamAV	G_SEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	6	0.002108
ClamAV	G_STORE	initial	first	f128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	6	0.002108
ClamAV	G_LOAD	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	5	0.001757
ClamAV	G_MEMCPY	initial	first	p0,p0,i64	s8@32@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	5	0.001757
ClamAV	G_MEMSET	initial	first	p0,i8,i64	s8@32@not_atomic@not_atomic	Libcall	0	-	5	0.001757
ClamAV	G_STORE	initial	first	f128,p0	s128@32@not_atomic@not_atomic	Legal	0	-	5	0.001757
ClamAV	G_LOAD	generated	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	4	0.001406
ClamAV	G_LOAD	initial	first	i1,p0	i1@8@not_atomic@not_atomic	Lower	0	-	4	0.001406
ClamAV	G_LOAD	initial	first	p0,p0	p0@128@not_atomic@not_atomic	Legal	0	-	4	0.001406
ClamAV	G_OR	initial	first	i8	-	WidenScalar	0	i32	4	0.001406
ClamAV	G_STORE	initial	first	<2 x i64>,p0	<2 x i64>@8@not_atomic@not_atomic	Legal	0	-	4	0.001406
ClamAV	G_STORE	initial	first	i64,p0	i64@32@not_atomic@not_atomic	Legal	0	-	4	0.001406
ClamAV	G_XOR	initial	first	i1	-	WidenScalar	0	i32	4	0.001406
ClamAV	G_XOR	initial	revisit	i32	-	Legal	0	-	4	0.001406
ClamAV	G_ZEXTLOAD	initial	first	i16,p0	i8@8@not_atomic@not_atomic	WidenScalar	0	i32	4	0.001406
ClamAV	G_ZEXTLOAD	initial	revisit	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	4	0.001406
ClamAV	G_FCONSTANT	initial	first	f64	-	Legal	0	-	3	0.001054
ClamAV	G_LOAD	initial	first	f128,p0	s128@32@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_LOAD	initial	first	i16,p0	s16@8@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_LOAD	initial	first	i64,p0	s64@8@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_LSHR	initial	first	i8,i8	-	WidenScalar	1	i32	3	0.001054
ClamAV	G_LSHR	initial	revisit	i32,i32	-	Custom	0	-	3	0.001054
ClamAV	G_LSHR	initial	revisit	i8,i32	-	WidenScalar	0	i32	3	0.001054
ClamAV	G_SEXTLOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_SEXTLOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_SEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_STORE	initial	first	i16,p0	i16@8@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_STORE	initial	first	i16,p0	s16@8@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_STORE	initial	first	i64,p0	s64@8@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_STORE	initial	revisit	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	3	0.001054
ClamAV	G_ASHR	initial	first	i64,i64	-	Legal	0	-	2	0.000703
ClamAV	G_LOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	2	0.000703
ClamAV	G_LOAD	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	2	0.000703
ClamAV	G_MUL	initial	revisit	i32	-	Legal	0	-	2	0.000703
ClamAV	G_SDIV	generated	first	i64	-	Legal	0	-	2	0.000703
ClamAV	G_SEXT_INREG	generated	first	i64	-	Legal	0	-	2	0.000703
ClamAV	G_SREM	initial	first	i64	-	Lower	0	-	2	0.000703
ClamAV	G_STORE	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	2	0.000703
ClamAV	G_STORE	initial	first	i64,p0	s64@32@not_atomic@not_atomic	Legal	0	-	2	0.000703
ClamAV	G_ZEXTLOAD	initial	first	i16,p0	i8@32@not_atomic@not_atomic	WidenScalar	0	i32	2	0.000703
ClamAV	G_ZEXTLOAD	initial	first	i64,p0	s8@8@not_atomic@not_atomic	Legal	0	-	2	0.000703
ClamAV	G_ZEXTLOAD	initial	revisit	i32,p0	i8@32@not_atomic@not_atomic	Legal	0	-	2	0.000703
ClamAV	G_FDIV	initial	first	f64	-	Legal	0	-	1	0.000351
ClamAV	G_FMUL	initial	first	f64	-	Legal	0	-	1	0.000351
ClamAV	G_FPTOSI	initial	first	i32,f64	-	Legal	0	-	1	0.000351
ClamAV	G_FPTOUI	initial	first	i8,f64	-	WidenScalar	0	i32	1	0.000351
ClamAV	G_FPTOUI	initial	revisit	i32,f64	-	Legal	0	-	1	0.000351
ClamAV	G_FSUB	initial	first	f64	-	Legal	0	-	1	0.000351
ClamAV	G_LOAD	initial	first	i32,p0	i16@128@not_atomic@not_atomic	Legal	0	-	1	0.000351
ClamAV	G_LOAD	initial	first	i32,p0	i8@128@not_atomic@not_atomic	Legal	0	-	1	0.000351
ClamAV	G_LOAD	initial	first	i8,p0	s8@8@not_atomic@not_atomic	Legal	0	-	1	0.000351
