workload	opcode	result_type	operand_types	count	share_percent
consumer-typeset	call	i32	ptr,ptr,ptr,i32,ptr,ptr	2	0.000827
consumer-typeset	call	i32	ptr,ptr,ptr,ptr,i32,ptr	2	0.000827
consumer-typeset	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.000827
consumer-typeset	call	i32	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.000827
consumer-typeset	call	ptr	i32,i32,ptr	2	0.000827
consumer-typeset	call	ptr	i32,i32,ptr,i32,ptr,ptr,double,ptr,ptr	2	0.000827
consumer-typeset	call	ptr	i32,i32,ptr,i32,ptr,ptr,ptr,ptr,i32,ptr	2	0.000827
consumer-typeset	call	ptr	i32,i32,ptr,i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.000827
consumer-typeset	call	ptr	i32,ptr,i32,i32,i32,i32,i32,i32,ptr	2	0.000827
consumer-typeset	call	ptr	ptr,i32,i32,ptr,i32,ptr	2	0.000827
consumer-typeset	call	ptr	ptr,i8,ptr,ptr,ptr,ptr	2	0.000827
consumer-typeset	call	ptr	ptr,ptr,i32,i32,ptr,ptr,ptr,ptr,ptr	2	0.000827
consumer-typeset	call	ptr	ptr,ptr,i32,ptr,ptr,ptr	2	0.000827
consumer-typeset	call	ptr	ptr,ptr,ptr,i32,i32,i32,ptr,ptr	2	0.000827
consumer-typeset	call	ptr	ptr,ptr,ptr,ptr,ptr	2	0.000827
consumer-typeset	call	void	i16,i32,ptr,ptr	2	0.000827
consumer-typeset	call	void	i32,i32,ptr,ptr	2	0.000827
consumer-typeset	call	void	ptr,float,float,ptr	2	0.000827
consumer-typeset	call	void	ptr,float,i32,ptr	2	0.000827
consumer-typeset	call	void	ptr,i32,i32,i32,i32,i32,i32,ptr	2	0.000827
consumer-typeset	call	void	ptr,i32,i32,ptr,ptr	2	0.000827
consumer-typeset	call	void	ptr,i32,i32,ptr,ptr,i16,ptr,ptr,ptr,ptr	2	0.000827
consumer-typeset	call	void	ptr,ptr,ptr,ptr,ptr,i32,ptr	2	0.000827
consumer-typeset	fsub	float	float,float	2	0.000827
consumer-typeset	phi	i1	i1,i1,i1,i1	2	0.000827
consumer-typeset	ret	void	float	2	0.000827
consumer-typeset	ret	void	i8	2	0.000827
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label	2	0.000827
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	2	0.000827
consumer-typeset	trunc	i8	i16	2	0.000827
consumer-typeset	call	double	double,double,double,ptr	1	0.000414
consumer-typeset	call	double	double,double,ptr	1	0.000414
consumer-typeset	call	i32	i16,i32,ptr,ptr	1	0.000414
consumer-typeset	call	i32	i32,i8,i8,ptr	1	0.000414
consumer-typeset	call	i32	i8,i32,ptr	1	0.000414
consumer-typeset	call	i32	ptr,i16,ptr,ptr,ptr	1	0.000414
consumer-typeset	call	i32	ptr,i32,i32,ptr	1	0.000414
consumer-typeset	call	i32	ptr,i32,i32,ptr,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,double,double,double,double,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,i32,i32,i32,i32,i32,i32,i32,i32,i32,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,i32,i32,i32,i32,i32,i32,i32,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,i32,i32,i32,i32,i32,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,i32,i32,i32,i32,ptr,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,i32,i32,i32,ptr,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,i32,i32,ptr,i32,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,ptr,i32,i32,ptr	1	0.000414
consumer-typeset	call	i32	ptr,ptr,ptr,i32,ptr,ptr,ptr,i64,i32,ptr,ptr	1	0.000414
consumer-typeset	call	i64	ptr,i64,i64,ptr,ptr	1	0.000414
consumer-typeset	call	ptr	i32,i32,i32,ptr	1	0.000414
consumer-typeset	call	ptr	i32,i32,ptr,i32,ptr,double,ptr	1	0.000414
consumer-typeset	call	ptr	i32,i32,ptr,i32,ptr,i32,i32,i32,ptr	1	0.000414
consumer-typeset	call	ptr	i32,i32,ptr,i32,ptr,ptr,i32,ptr,ptr	1	0.000414
consumer-typeset	call	ptr	i64,i64,ptr	1	0.000414
consumer-typeset	call	ptr	ptr,i8,ptr	1	0.000414
consumer-typeset	call	void	i16,i32,ptr	1	0.000414
consumer-typeset	call	void	i32,i32,i32,i32,i32,i32,i32,ptr	1	0.000414
consumer-typeset	call	void	i32,i32,i32,i32,i32,ptr	1	0.000414
consumer-typeset	call	void	ptr,float,ptr	1	0.000414
consumer-typeset	call	void	ptr,i16,i32,i32,ptr	1	0.000414
consumer-typeset	call	void	ptr,i64,i64,ptr,ptr	1	0.000414
consumer-typeset	call	void	ptr,i8,i64,i1,ptr	1	0.000414
consumer-typeset	call	void	ptr,ptr,i16,ptr,ptr	1	0.000414
consumer-typeset	call	void	ptr,ptr,i16,ptr,ptr,ptr,ptr,ptr,ptr	1	0.000414
consumer-typeset	call	void	ptr,ptr,i32,ptr,i32,ptr,ptr	1	0.000414
consumer-typeset	call	void	ptr,ptr,ptr,i32,ptr,i32,ptr	1	0.000414
consumer-typeset	fptosi	i16	double	1	0.000414
consumer-typeset	inttoptr	ptr	i64	1	0.000414
consumer-typeset	or	i64	i64,i64	1	0.000414
consumer-typeset	phi	i1	i1,i1,i1,i1,i1,i1	1	0.000414
consumer-typeset	phi	i1	i1,i1,i1,i1,i1,i1,i1,i1,i1,i1,i1,i1,i1	1	0.000414
consumer-typeset	phi	i64	i64,i64	1	0.000414
consumer-typeset	ret	void	i64	1	0.000414
consumer-typeset	sdiv	i64	i64,i64	1	0.000414
consumer-typeset	select	i64	i1,i64,i64	1	0.000414
consumer-typeset	sext	i64	i16	1	0.000414
consumer-typeset	shl	i64	i64,i64	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label	1	0.000414
consumer-typeset	trunc	i16	i64	1	0.000414
consumer-typeset	trunc	i8	i64	1	0.000414
kimwitu++	load	ptr	ptr	48576	29.139073
kimwitu++	store	void	ptr,ptr	21024	12.611575
kimwitu++	alloca	ptr	i32	18034	10.817977
kimwitu++	br	void	label	10873	6.522339
kimwitu++	getelementptr	ptr	ptr,i32,i32	10777	6.464752
kimwitu++	getelementptr	ptr	ptr,i64	6261	3.755759
kimwitu++	br	void	i1,label,label	4693	2.815169
kimwitu++	call	void	ptr,ptr,ptr,ptr	4519	2.710793
kimwitu++	call	ptr	ptr,ptr	3267	1.959761
kimwitu++	call	void	ptr,ptr	3012	1.806795
kimwitu++	ret	void	-	2774	1.664027
kimwitu++	ret	void	ptr	2444	1.466072
kimwitu++	icmp	i1	ptr,ptr	1976	1.185334
kimwitu++	icmp	i1	i32,i32	1975	1.184735
kimwitu++	store	void	i32,ptr	1903	1.141544
kimwitu++	call	i32	ptr,ptr	1818	1.090556
kimwitu++	load	i32	ptr	1800	1.079758
kimwitu++	call	ptr	ptr,ptr,ptr	1638	0.982580
kimwitu++	load	i64	ptr	1107	0.664051
kimwitu++	phi	ptr	ptr,ptr	1060	0.635858
kimwitu++	call	ptr	ptr,ptr,ptr,i64,ptr	1006	0.603465
kimwitu++	call	void	ptr,ptr,ptr	859	0.515285
kimwitu++	call	ptr	ptr	791	0.474494
kimwitu++	unreachable	void	-	730	0.437902
kimwitu++	call	void	ptr,i64,ptr	674	0.404309
kimwitu++	load	i8	ptr	656	0.393512
kimwitu++	extractvalue	ptr	{ ptr, i32 }	640	0.383914
kimwitu++	extractvalue	i32	{ ptr, i32 }	549	0.329326
kimwitu++	landingpad	{ ptr, i32 }	-	521	0.312530
kimwitu++	store	void	i64,ptr	488	0.292734
kimwitu++	call	void	ptr	419	0.251344
kimwitu++	call	ptr	i64,ptr	386	0.231548
kimwitu++	icmp	i1	i8,i8	377	0.226149
kimwitu++	call	ptr	ptr,ptr,ptr,ptr	360	0.215952
kimwitu++	call	ptr	ptr,i32,ptr	350	0.209953
kimwitu++	invoke	void	ptr,ptr,ptr,label,label,ptr	349	0.209353
kimwitu++	store	void	i8,ptr	329	0.197356
kimwitu++	call	i1	ptr,ptr	318	0.190757
kimwitu++	ret	void	i32	307	0.184159
kimwitu++	switch	void	i32,label,label,label	283	0.169762
kimwitu++	switch	void	i32,label,label	279	0.167363
kimwitu++	ptrtoint	i64	ptr	268	0.160764
kimwitu++	call	ptr	ptr,ptr,i32,ptr	258	0.154765
kimwitu++	getelementptr	ptr	ptr,i64,i64	253	0.151766
kimwitu++	zext	i32	i8	242	0.145167
kimwitu++	icmp	i1	i64,i64	228	0.136769
kimwitu++	sub	i64	i64,i64	225	0.134970
kimwitu++	sext	i64	i32	224	0.134370
kimwitu++	call	void	ptr,i32,ptr,ptr	195	0.116974
kimwitu++	call	void	ptr,i32,ptr	165	0.098978
kimwitu++	call	i64	ptr,ptr	164	0.098378
kimwitu++	add	i32	i32,i32	158	0.094779
kimwitu++	store	void	i1,ptr	158	0.094779
kimwitu++	ret	void	i1	156	0.093579
kimwitu++	add	i64	i64,i64	152	0.091180
kimwitu++	call	i1	ptr,ptr,ptr	143	0.085781
kimwitu++	ret	void	i64	141	0.084581
kimwitu++	invoke	void	ptr,ptr,label,label,ptr	136	0.081582
kimwitu++	call	void	i32,ptr,ptr,ptr	127	0.076183
kimwitu++	sub	i32	i32,i32	125	0.074983
kimwitu++	mul	i64	i64,i64	123	0.073783
kimwitu++	landingpad	{ ptr, i32 }	ptr	119	0.071384
kimwitu++	getelementptr	ptr	ptr,i32	108	0.064785
kimwitu++	switch	void	i32,label,label,label,label	103	0.061786
kimwitu++	sdiv	i64	i64,i64	102	0.061186
kimwitu++	call	ptr	ptr,ptr,ptr,ptr,ptr	101	0.060586
kimwitu++	zext	i32	i1	95	0.056987
kimwitu++	call	void	i1,ptr	92	0.055188
kimwitu++	phi	i1	i1,i1	75	0.044990
kimwitu++	call	void	ptr,ptr,i64,ptr	73	0.043790
kimwitu++	zext	i64	i1	73	0.043790
kimwitu++	call	void	ptr,ptr,i64,i1,ptr	69	0.041391
kimwitu++	invoke	void	ptr,label,label,ptr	69	0.041391
kimwitu++	switch	void	i32,label,label,label,label,label	62	0.037192
kimwitu++	call	ptr	ptr,ptr,ptr,i32,ptr	61	0.036592
kimwitu++	inttoptr	ptr	i64	61	0.036592
kimwitu++	zext	i8	i1	61	0.036592
kimwitu++	call	i64	i64,ptr	60	0.035992
kimwitu++	select	i32	i1,i32,i32	60	0.035992
kimwitu++	call	i32	ptr,ptr,ptr	56	0.033592
kimwitu++	call	ptr	ptr,i64,ptr	56	0.033592
kimwitu++	invoke	void	label,label,ptr	54	0.032393
kimwitu++	load	i1	ptr	51	0.030593
kimwitu++	udiv	i64	i64,i64	50	0.029993
kimwitu++	load	i16	ptr	44	0.026394
kimwitu++	call	i32	ptr,ptr,ptr,ptr	43	0.025794
kimwitu++	invoke	void	ptr,ptr,ptr,ptr,label,label,ptr	42	0.025194
kimwitu++	zext	i64	i32	41	0.024594
kimwitu++	invoke	ptr	ptr,label,label,ptr	36	0.021595
kimwitu++	sext	i32	i16	35	0.020995
kimwitu++	call	ptr	i32,ptr	34	0.020395
kimwitu++	phi	i64	i64,i64	29	0.017396
kimwitu++	store	void	[2 x i64],ptr	29	0.017396
kimwitu++	call	i1	ptr,ptr,ptr,ptr	27	0.016196
kimwitu++	call	i64	ptr	27	0.016196
kimwitu++	invoke	ptr	ptr,ptr,label,label,ptr	27	0.016196
kimwitu++	load	[2 x i64]	ptr	26	0.015597
kimwitu++	call	ptr	ptr,i64,ptr,ptr	24	0.014397
kimwitu++	call	i64	ptr,ptr,ptr	21	0.012597
kimwitu++	ret	void	[2 x i64]	21	0.012597
kimwitu++	switch	void	i32,label,label,label,label,label,label	21	0.012597
kimwitu++	call	[2 x i64]	ptr,ptr,ptr	18	0.010798
kimwitu++	call	i32	ptr,ptr,i32,ptr	18	0.010798
kimwitu++	call	void	ptr,i1,ptr	18	0.010798
kimwitu++	call	void	i32,ptr	16	0.009598
kimwitu++	trunc	i32	i64	16	0.009598
kimwitu++	invoke	void	ptr,i64,label,label,ptr	15	0.008998
kimwitu++	call	i32	i32,ptr	14	0.008398
kimwitu++	call	void	ptr,i8,i64,i1,ptr	14	0.008398
kimwitu++	switch	void	i32,label,label,label,label,label,label,label	14	0.008398
kimwitu++	zext	i64	i8	14	0.008398
kimwitu++	call	i32	ptr,ptr,i64,ptr	13	0.007798
kimwitu++	call	ptr	i32,ptr,ptr	13	0.007798
kimwitu++	call	ptr	i32,ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	13	0.007798
kimwitu++	urem	i64	i64,i64	13	0.007798
kimwitu++	call	void	ptr,i64,i1,ptr	12	0.007198
kimwitu++	invoke	ptr	ptr,i64,ptr,label,label,ptr	12	0.007198
kimwitu++	xor	i1	i1,i1	12	0.007198
kimwitu++	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr	10	0.005999
kimwitu++	invoke	void	ptr,ptr,ptr,ptr,ptr,label,label,ptr	10	0.005999
kimwitu++	call	i32	i32,ptr,ptr	9	0.005399
kimwitu++	call	i32	ptr	9	0.005399
kimwitu++	invoke	ptr	ptr,i32,label,label,ptr	9	0.005399
kimwitu++	trunc	i8	i32	9	0.005399
kimwitu++	trunc	i8	i64	9	0.005399
kimwitu++	call	ptr	ptr,ptr,ptr,ptr,i1,ptr	8	0.004799
kimwitu++	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr	8	0.004799
kimwitu++	call	ptr	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	8	0.004799
kimwitu++	call	void	ptr,i32,ptr,ptr,ptr	8	0.004799
kimwitu++	load	double	ptr	8	0.004799
kimwitu++	phi	i1	i1,i1,i1	8	0.004799
kimwitu++	srem	i32	i32,i32	8	0.004799
kimwitu++	call	i32	ptr,ptr,ptr,ptr,ptr	7	0.004199
kimwitu++	call	void	ptr,ptr,ptr,ptr,ptr,ptr	7	0.004199
kimwitu++	phi	i32	i32,i32	7	0.004199
kimwitu++	call	i64	ptr,ptr,ptr,ptr,ptr,ptr	6	0.003599
kimwitu++	call	void	i1,ptr,ptr,ptr,ptr	6	0.003599
kimwitu++	invoke	i1	ptr,ptr,label,label,ptr	6	0.003599
kimwitu++	call	[2 x i64]	ptr,ptr	5	0.002999
kimwitu++	call	void	ptr,ptr,i64,i64,ptr	5	0.002999
kimwitu++	sext	i64	i16	5	0.002999
kimwitu++	switch	void	i32,label,label,label,label,label,label,label,label	5	0.002999
kimwitu++	and	i32	i32,i32	4	0.002399
kimwitu++	call	i32	ptr,ptr,i32,i32,ptr	4	0.002399
kimwitu++	call	i32	ptr,ptr,ptr,i32,ptr	4	0.002399
kimwitu++	call	i64	ptr,i64,i64,ptr,ptr	4	0.002399
kimwitu++	call	i64	ptr,i64,ptr	4	0.002399
kimwitu++	call	void	i32,ptr,ptr	4	0.002399
kimwitu++	invoke	ptr	label,label,ptr	4	0.002399
kimwitu++	invoke	ptr	ptr,ptr,ptr,ptr,label,label,ptr	4	0.002399
kimwitu++	store	void	double,ptr	4	0.002399
kimwitu++	switch	void	i32,label,label,label,label,label,label,label,label,label	4	0.002399
kimwitu++	zext	i32	i16	4	0.002399
kimwitu++	call	i64	ptr,ptr,i64,ptr	3	0.001800
kimwitu++	call	i64	ptr,ptr,ptr,ptr,ptr	3	0.001800
kimwitu++	call	ptr	ptr,i32,i32,i1,ptr	3	0.001800
kimwitu++	call	ptr	ptr,i8,ptr	3	0.001800
kimwitu++	call	void	ptr,i1,i1,ptr	3	0.001800
kimwitu++	invoke	i32	ptr,label,label,ptr	3	0.001800
kimwitu++	invoke	ptr	ptr,i8,label,label,ptr	3	0.001800
kimwitu++	invoke	void	ptr,ptr,i64,label,label,ptr	3	0.001800
kimwitu++	invoke	void	ptr,ptr,i64,ptr,i64,ptr,label,label,ptr	3	0.001800
kimwitu++	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	3	0.001800
kimwitu++	invoke	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,label,label,ptr	3	0.001800
kimwitu++	switch	void	i32,label,label,label,label,label,label,label,label,label,label	3	0.001800
kimwitu++	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label	3	0.001800
kimwitu++	call	i32	ptr,i32,i32,ptr	2	0.001200
kimwitu++	call	i32	ptr,i32,ptr	2	0.001200
kimwitu++	call	i32	ptr,ptr,ptr,i32,ptr,ptr	2	0.001200
kimwitu++	call	i32	ptr,ptr,ptr,ptr,i32,ptr	2	0.001200
kimwitu++	call	i64	ptr,i64,ptr,ptr	2	0.001200
kimwitu++	call	ptr	ptr,i32,i32,ptr	2	0.001200
kimwitu++	call	ptr	ptr,ptr,i64,ptr	2	0.001200
kimwitu++	call	ptr	ptr,ptr,ptr,i32,ptr,ptr	2	0.001200
kimwitu++	call	ptr	ptr,ptr,ptr,ptr,i64,ptr	2	0.001200
kimwitu++	call	void	metadata,ptr	2	0.001200
kimwitu++	call	void	ptr,ptr,i1,ptr	2	0.001200
kimwitu++	call	void	ptr,ptr,ptr,ptr,ptr	2	0.001200
kimwitu++	call	void	ptr,ptr,ptr,ptr,ptr,ptr,ptr,ptr	2	0.001200
kimwitu++	call	{ i64, i1 }	i64,i64,ptr	2	0.001200
kimwitu++	extractvalue	i1	{ i64, i1 }	2	0.001200
kimwitu++	extractvalue	i64	{ i64, i1 }	2	0.001200
kimwitu++	invoke	i64	i64,label,label,ptr	2	0.001200
kimwitu++	invoke	ptr	ptr,i64,ptr,ptr,label,label,ptr	2	0.001200
kimwitu++	invoke	ptr	ptr,ptr,i64,label,label,ptr	2	0.001200
kimwitu++	load	[2 x ptr]	ptr	2	0.001200
kimwitu++	select	i64	i1,i64,i64	2	0.001200
kimwitu++	store	void	[2 x ptr],ptr	2	0.001200
kimwitu++	switch	void	i32,label	2	0.001200
kimwitu++	switch	void	i32,label,label,label,label,label,label,label,label,label,label,label,label	2	0.001200
kimwitu++	ashr	i64	i64,i64	1	0.000600
kimwitu++	call	i1	ptr,[2 x i64],[2 x i64],ptr	1	0.000600
kimwitu++	call	i1	ptr,ptr,ptr,ptr,ptr	1	0.000600
kimwitu++	call	i32	i32,ptr,ptr,ptr	1	0.000600
kimwitu++	call	i32	ptr,ptr,double,ptr	1	0.000600
kimwitu++	call	i32	ptr,ptr,ptr,double,ptr	1	0.000600
kimwitu++	call	i32	ptr,ptr,ptr,i32,ptr,ptr,ptr	1	0.000600
kimwitu++	call	i32	ptr,ptr,ptr,i32,ptr,ptr,ptr,i32,ptr	1	0.000600
kimwitu++	call	i32	ptr,ptr,ptr,i32,ptr,ptr,ptr,ptr,i32,ptr,ptr	1	0.000600
kimwitu++	call	i32	ptr,ptr,ptr,ptr,ptr,i32,ptr,ptr	1	0.000600
kimwitu++	call	i64	i64,ptr,ptr	1	0.000600
kimwitu++	call	i64	ptr,[2 x i64],ptr	1	0.000600
